Uniq Id,Crawl Timestamp,Pageurl,Pdp Url,Product Id,Product Name,List Price,Sale Price,Discount Percentage,Brand,Product Rank,Size,Availability,Product Description,Seller,Category Url,Input Seed Url,Color,Average Rating,Total Number Of Ratings,Type,Sleeve,Fit,Fabric Or Material,Neck,Pattern,Fabric Care,Closure,Suitable For,Collar,Ideal For,Rise Style,Leg Style,Ocassion,Length,Sleeve Length,Sleeve Type,Wash Care,Darts,Star1 Count,Star2 Count,Star3 Count,Star4 Count,Star5 Count,Gender,Fulfilled By,Best Seller Rank 1,Best Seller Rank 2,Date First Available,Sub Category 1,Sub Category 2,Sub Category 3,Sub Category 4,Sub Category 5,Image 1,Image 2,Image 3,Billing Id,Variant
PROD100035,2023-11-01T00:00:00,https://myntra.com/product/100035,https://myntra.com/product/100035/details,100035,Arrow Maroon Graphic V-Neck T-Shirt,1312,1154,12,Arrow,68.69,35,Out of Stock,Comfortable casual t-shirt perfect for everyday wear. Made from soft cotton for all-day comfort.,Arrow Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Maroon,4.8,2445,V-Neck T-Shirt,Short Sleeve,Relaxed,Cotton Blend,Polo Collar,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,75,171,366,611,1222,Men,,638,,,Tshirts,V-Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100035/1.jpg,https://assets.myntra.com/images/100035/2.jpg,https://assets.myntra.com/images/100035/3.jpg,BILL100035,Maroon
PROD100036,2023-11-22T00:00:00,https://myntra.com/product/100036,https://myntra.com/product/100036/details,100036,Arrow White Striped Formal Shirt,1264,707,44,Arrow,10.94,38,In Stock,Sharp and refined shirt ideal for corporate environments. The precise fit ensures a polished appearance.,Arrow Official Store,https://myntra.com/shirts,https://myntra.com/shirts,White,5.0,4398,Formal Shirt,Long Sleeve,Tailored,Linen,Classic Collar,Striped,Machine Wash,Button,Casual,Classic Collar,Men,,,Casual,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,134,307,659,1099,2199,Men,,640,,,Shirts,Formal Shirt,Men,Casual,,https://assets.myntra.com/images/100036/1.jpg,https://assets.myntra.com/images/100036/2.jpg,https://assets.myntra.com/images/100036/3.jpg,BILL100036,White
PROD100037,2023-11-11T00:00:00,https://myntra.com/product/100037,https://myntra.com/product/100037/details,100037,Peter England Dark Blue Washed Slim Fit Jeans,4401,1496,66,Peter England,63.27,35,In Stock,Versatile jeans crafted from quality denim. The perfect blend of comfort and durability for everyday wear.,Peter England Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,3.3,3258,Slim Fit Jeans,,Slim,Stretch Denim,,Washed,Machine Wash,Button,Everyday,,Men,Low Rise,Tapered,Everyday,,,,"Machine wash cold, tumble dry low",,99,228,488,814,1629,Men,,601,,,Jeans,Slim Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100037/1.jpg,https://assets.myntra.com/images/100037/2.jpg,https://assets.myntra.com/images/100037/3.jpg,BILL100037,Dark Blue
PROD100038,2023-11-13T00:00:00,https://myntra.com/product/100038,https://myntra.com/product/100038/details,100038,Allen Solly Beige Striped Checked Shirt,3697,1959,47,Allen Solly,35.68,30,In Stock,A sophisticated formal shirt perfect for office wear. Features premium cotton fabric with impeccable tailoring.,Allen Solly Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Beige,3.5,3208,Checked Shirt,Short Sleeve,Slim,Linen,Button-Down Collar,Striped,Machine Wash,Button,Office,Button-Down Collar,Men,,,Office,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,97,224,481,802,1604,Men,,396,,,Shirts,Checked Shirt,Men,Office,,https://assets.myntra.com/images/100038/1.jpg,https://assets.myntra.com/images/100038/2.jpg,https://assets.myntra.com/images/100038/3.jpg,BILL100038,Beige
PROD100039,2023-11-28T00:00:00,https://myntra.com/product/100039,https://myntra.com/product/100039/details,100039,Allen Solly Blue Graphic Polo T-Shirt,1801,612,66,Allen Solly,55.83,29,Out of Stock,Classic t-shirt designed for maximum comfort. Features quality cotton construction that gets softer with each wash.,Allen Solly Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,4.7,4854,Polo T-Shirt,Sleeveless,Relaxed,Jersey,Polo Collar,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,147,339,728,1213,2427,Men,,188,,,Tshirts,Polo T-Shirt,Men,Casual,,https://assets.myntra.com/images/100039/1.jpg,https://assets.myntra.com/images/100039/2.jpg,https://assets.myntra.com/images/100039/3.jpg,BILL100039,Blue
PROD100040,2023-11-29T00:00:00,https://myntra.com/product/100040,https://myntra.com/product/100040/details,100040,Van Heusen Blue Distressed Straight Fit Jeans,515,375,27,Van Heusen,52.01,38,In Stock,Classic jeans with timeless appeal. Durable construction ensures these will be a wardrobe favorite for years.,Van Heusen Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,3.7,1481,Straight Fit Jeans,,Slim,Stretch Denim,,Distressed,Machine Wash,Button,Everyday,,Men,Low Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,46,103,222,370,740,Men,Myntra,370,,,Jeans,Straight Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100040/1.jpg,https://assets.myntra.com/images/100040/2.jpg,https://assets.myntra.com/images/100040/3.jpg,BILL100040,Blue
PROD100041,2023-11-26T00:00:00,https://myntra.com/product/100041,https://myntra.com/product/100041/details,100041,Allen Solly Dark Blue Washed Skinny Jeans,3784,2043,46,Allen Solly,71.3,38,In Stock,Stylish jeans combining classic design with contemporary fit. Premium denim ensures all-day comfort.,Allen Solly Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,4.3,2785,Skinny Jeans,,Straight,Stretch Denim,,Washed,Machine Wash,Button,Casual,,Men,Mid Rise,Regular,Casual,,,,"Machine wash cold, tumble dry low",,86,194,417,696,1392,Men,Myntra,85,,,Jeans,Skinny Jeans,Men,Casual,,https://assets.myntra.com/images/100041/1.jpg,https://assets.myntra.com/images/100041/2.jpg,https://assets.myntra.com/images/100041/3.jpg,BILL100041,Dark Blue
PROD100042,2023-11-13T00:00:00,https://myntra.com/product/100042,https://myntra.com/product/100042/details,100042,Roadster Dark Blue Solid Slim Fit Jeans,3538,2865,19,Roadster,24.93,28,In Stock,Versatile jeans crafted from quality denim. The perfect blend of comfort and durability for everyday wear.,Roadster Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,5.0,2193,Slim Fit Jeans,,Skinny,Denim,,Solid,Machine Wash,Button,Everyday,,Men,Low Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,68,153,328,548,1096,Men,,820,,,Jeans,Slim Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100042/1.jpg,https://assets.myntra.com/images/100042/2.jpg,https://assets.myntra.com/images/100042/3.jpg,BILL100042,Dark Blue
PROD100043,2023-11-24T00:00:00,https://myntra.com/product/100043,https://myntra.com/product/100043/details,100043,Blackberrys Grey Solid Chinos,835,267,68,Blackberrys,14.46,28,In Stock,Quality trousers designed for all-day comfort. The fabric breathes well while maintaining a crisp look.,Blackberrys Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Grey,4.1,4451,Chinos,,Tailored,Polyester Blend,,Solid,Machine Wash,Button,Formal,,Men,High Rise,,Formal,,,,"Machine wash cold, tumble dry low",,136,311,667,1112,2225,Men,,912,,,Trousers,Chinos,Men,Formal,,https://assets.myntra.com/images/100043/1.jpg,https://assets.myntra.com/images/100043/2.jpg,https://assets.myntra.com/images/100043/3.jpg,BILL100043,Grey
PROD100044,2023-11-11T00:00:00,https://myntra.com/product/100044,https://myntra.com/product/100044/details,100044,Roadster Navy Solid Formal Trousers,503,231,54,Roadster,49.73,35,In Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Roadster Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,4.8,611,Formal Trousers,,Regular,Wool Blend,,Solid,Machine Wash,Button,Casual,,Men,Mid Rise,,Casual,,,,"Machine wash cold, tumble dry low",,21,42,91,152,305,Men,Myntra,880,,,Trousers,Formal Trousers,Men,Casual,,https://assets.myntra.com/images/100044/1.jpg,https://assets.myntra.com/images/100044/2.jpg,https://assets.myntra.com/images/100044/3.jpg,BILL100044,Navy
PROD100045,2023-11-05T00:00:00,https://myntra.com/product/100045,https://myntra.com/product/100045/details,100045,Levi's Grey Checked Dress Pants,1563,1156,26,Levi's,18.23,30,Out of Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Levi's Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Grey,3.0,3498,Dress Pants,,Regular,Wool Blend,,Checked,Machine Wash,Button,Casual,,Men,High Rise,,Casual,,,,"Machine wash cold, tumble dry low",,107,244,524,874,1749,Men,Myntra,,,,Trousers,Dress Pants,Men,Casual,,https://assets.myntra.com/images/100045/1.jpg,https://assets.myntra.com/images/100045/2.jpg,https://assets.myntra.com/images/100045/3.jpg,BILL100045,Grey
PROD100046,2023-11-29T00:00:00,https://myntra.com/product/100046,https://myntra.com/product/100046/details,100046,Nike Blue Distressed Skinny Jeans,2775,1026,63,Nike,97.65,37,Out of Stock,Classic jeans with timeless appeal. Durable construction ensures these will be a wardrobe favorite for years.,Nike Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.9,3566,Skinny Jeans,,Skinny,Stretch Denim,,Distressed,Machine Wash,Button,Casual,,Men,High Rise,Straight,Casual,,,,"Machine wash cold, tumble dry low",,109,249,534,891,1783,Men,,953,,,Jeans,Skinny Jeans,Men,Casual,,https://assets.myntra.com/images/100046/1.jpg,https://assets.myntra.com/images/100046/2.jpg,https://assets.myntra.com/images/100046/3.jpg,BILL100046,Blue
PROD100047,2023-11-12T00:00:00,https://myntra.com/product/100047,https://myntra.com/product/100047/details,100047,Flying Machine Charcoal Checked Dress Pants,983,579,41,Flying Machine,84.87,36,In Stock,Contemporary trousers with refined details. Quality construction ensures durability and lasting shape.,Flying Machine Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Charcoal,3.1,2393,Dress Pants,,Tailored,Polyester Blend,,Checked,Machine Wash,Button,Office,,Men,Mid Rise,,Office,,,,"Machine wash cold, tumble dry low",,74,167,358,598,1196,Men,,441,,,Trousers,Dress Pants,Men,Office,,https://assets.myntra.com/images/100047/1.jpg,https://assets.myntra.com/images/100047/2.jpg,https://assets.myntra.com/images/100047/3.jpg,BILL100047,Charcoal
PROD100048,2023-11-28T00:00:00,https://myntra.com/product/100048,https://myntra.com/product/100048/details,100048,Van Heusen Beige Checked Dress Pants,3777,1133,70,Van Heusen,48.22,33,In Stock,Versatile trousers that transition from office to evening. Premium fabric maintains its appearance throughout the day.,Van Heusen Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Beige,4.2,794,Dress Pants,,Slim,Wool Blend,,Checked,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,25,55,119,198,397,Men,Myntra,559,,,Trousers,Dress Pants,Men,Formal,,https://assets.myntra.com/images/100048/1.jpg,https://assets.myntra.com/images/100048/2.jpg,https://assets.myntra.com/images/100048/3.jpg,BILL100048,Beige
PROD100049,2023-11-05T00:00:00,https://myntra.com/product/100049,https://myntra.com/product/100049/details,100049,Park Avenue Grey Printed Round Neck T-Shirt,2934,1437,51,Park Avenue,29.43,29,In Stock,Relaxed fit t-shirt ideal for casual weekends. Soft fabric ensures comfort from morning to night.,Park Avenue Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Grey,3.1,1148,Round Neck T-Shirt,Sleeveless,Relaxed,Jersey,Round Neck,Printed,Machine Wash,,Casual,,Men,,,Casual,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,35,80,172,287,574,Men,,176,,,Tshirts,Round Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100049/1.jpg,https://assets.myntra.com/images/100049/2.jpg,https://assets.myntra.com/images/100049/3.jpg,BILL100049,Grey
PROD100050,2023-11-21T00:00:00,https://myntra.com/product/100050,https://myntra.com/product/100050/details,100050,Levi's Brown Solid Chinos,1302,781,40,Levi's,61.44,32,In Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Levi's Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Brown,4.0,1700,Chinos,,Tailored,Cotton,,Solid,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,51,119,255,425,850,Men,,131,,,Trousers,Chinos,Men,Formal,,https://assets.myntra.com/images/100050/1.jpg,https://assets.myntra.com/images/100050/2.jpg,https://assets.myntra.com/images/100050/3.jpg,BILL100050,Brown
PROD100051,2023-11-11T00:00:00,https://myntra.com/product/100051,https://myntra.com/product/100051/details,100051,Jack & Jones Dark Blue Distressed Slim Fit Jeans,3429,2503,27,Jack & Jones,74.55,37,In Stock,Reliable jeans perfect for casual weekends. The versatile wash works with any casual outfit.,Jack & Jones Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,4.4,1062,Slim Fit Jeans,,Slim,Denim,,Distressed,Machine Wash,Button,Everyday,,Men,Low Rise,Regular,Everyday,,,,"Machine wash cold, tumble dry low",,33,74,159,265,531,Men,,75,,,Jeans,Slim Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100051/1.jpg,https://assets.myntra.com/images/100051/2.jpg,https://assets.myntra.com/images/100051/3.jpg,BILL100051,Dark Blue
PROD100052,2023-11-23T00:00:00,https://myntra.com/product/100052,https://myntra.com/product/100052/details,100052,Arrow Blue Solid V-Neck T-Shirt,507,212,58,Arrow,12.62,34,In Stock,Modern casual t-shirt with clean lines. Quality construction ensures longevity and lasting comfort.,Arrow Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,3.2,660,V-Neck T-Shirt,Sleeveless,Relaxed,Jersey,V-Neck,Solid,Machine Wash,,Everyday,,Men,,,Everyday,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,20,46,99,165,330,Men,Myntra,,,,Tshirts,V-Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100052/1.jpg,https://assets.myntra.com/images/100052/2.jpg,https://assets.myntra.com/images/100052/3.jpg,BILL100052,Blue
PROD100053,2023-11-21T00:00:00,https://myntra.com/product/100053,https://myntra.com/product/100053/details,100053,Louis Philippe Navy Solid Dress Pants,4105,1354,67,Louis Philippe,16.85,29,Out of Stock,Quality trousers designed for all-day comfort. The fabric breathes well while maintaining a crisp look.,Louis Philippe Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,4.5,3482,Dress Pants,,Regular,Cotton Blend,,Solid,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,106,243,522,870,1741,Men,,83,,,Trousers,Dress Pants,Men,Formal,,https://assets.myntra.com/images/100053/1.jpg,https://assets.myntra.com/images/100053/2.jpg,https://assets.myntra.com/images/100053/3.jpg,BILL100053,Navy
PROD100054,2023-11-14T00:00:00,https://myntra.com/product/100054,https://myntra.com/product/100054/details,100054,Pepe Jeans Blue Distressed Straight Fit Jeans,4301,2365,45,Pepe Jeans,13.43,38,In Stock,Premium denim jeans offering superior comfort and style. Features classic five-pocket design with modern fit.,Pepe Jeans Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.9,3081,Straight Fit Jeans,,Regular,Denim,,Distressed,Machine Wash,Button,Everyday,,Men,Mid Rise,Tapered,Everyday,,,,"Machine wash cold, tumble dry low",,94,215,462,770,1540,Men,,714,,,Jeans,Straight Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100054/1.jpg,https://assets.myntra.com/images/100054/2.jpg,https://assets.myntra.com/images/100054/3.jpg,BILL100054,Blue
PROD100055,2023-11-14T00:00:00,https://myntra.com/product/100055,https://myntra.com/product/100055/details,100055,Wrangler Navy Striped Solid Shirt,2646,1243,53,Wrangler,42.23,34,In Stock,Premium shirt offering exceptional comfort and style. The refined cut flatters all body types.,Wrangler Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Navy,4.1,4186,Solid Shirt,Short Sleeve,Slim,Polyester,Classic Collar,Striped,Machine Wash,Button,Formal,Classic Collar,Men,,,Formal,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,127,293,627,1046,2093,Men,,,,,Shirts,Solid Shirt,Men,Formal,,https://assets.myntra.com/images/100055/1.jpg,https://assets.myntra.com/images/100055/2.jpg,https://assets.myntra.com/images/100055/3.jpg,BILL100055,Navy
PROD100056,2023-11-11T00:00:00,https://myntra.com/product/100056,https://myntra.com/product/100056/details,100056,Blackberrys Grey Solid Skinny Jeans,4360,3836,12,Blackberrys,17.74,35,In Stock,Stylish jeans combining classic design with contemporary fit. Premium denim ensures all-day comfort.,Blackberrys Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Grey,4.9,2045,Skinny Jeans,,Skinny,Denim,,Solid,Machine Wash,Button,Casual,,Men,High Rise,Straight,Casual,,,,"Machine wash cold, tumble dry low",,63,143,306,511,1022,Men,,606,,,Jeans,Skinny Jeans,Men,Casual,,https://assets.myntra.com/images/100056/1.jpg,https://assets.myntra.com/images/100056/2.jpg,https://assets.myntra.com/images/100056/3.jpg,BILL100056,Grey
PROD100057,2023-11-21T00:00:00,https://myntra.com/product/100057,https://myntra.com/product/100057/details,100057,Roadster Navy Checked Dress Pants,1276,689,46,Roadster,16.87,31,In Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Roadster Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,4.0,4900,Dress Pants,,Tailored,Wool Blend,,Checked,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,147,343,735,1225,2450,Men,Myntra,969,,,Trousers,Dress Pants,Men,Formal,,https://assets.myntra.com/images/100057/1.jpg,https://assets.myntra.com/images/100057/2.jpg,https://assets.myntra.com/images/100057/3.jpg,BILL100057,Navy
PROD100058,2023-11-30T00:00:00,https://myntra.com/product/100058,https://myntra.com/product/100058/details,100058,Reebok Black Striped Checked Shirt,2083,499,76,Reebok,84.42,31,In Stock,Elegant shirt perfect for business meetings and formal occasions. Sophisticated styling with superior fit.,Reebok Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Black,4.0,4572,Checked Shirt,Short Sleeve,Tailored,Cotton,Classic Collar,Striped,Machine Wash,Button,Formal,Classic Collar,Men,,,Formal,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,138,320,685,1143,2286,Men,Myntra,,,,Shirts,Checked Shirt,Men,Formal,,https://assets.myntra.com/images/100058/1.jpg,https://assets.myntra.com/images/100058/2.jpg,https://assets.myntra.com/images/100058/3.jpg,BILL100058,Black
